Season,District,Taluka,Village,Crop_Variety,Soil_Type,Farm_Area_hectares,Rainfall_mm,Avg_Temp_C,Avg_Humidity_pct,Row_Spacing_cm,Plant_Spacing_cm,Yield_kg_hectare,Sowing_Recommended
Rabi,Jalgaon,Jamner,Chopda,Sorghum (CSH-16),Deep Black,9.42,180,23.5,46,49,16,0,No
Rabi,Ratnagiri,Dapoli,Chiplun,Sunflower (BSH-1),Laterite,4.54,238,27.3,61,60,28,704,Yes
Kharif,Wardha,Arvi,Ashti,Cotton (NSP-1136),Clay Loam,5.73,1008,31.3,70,84,31,1224,Yes
Rabi,Hingoli,Basmath,Kalamnuri,Chickpea (JG-16),Laterite,1.89,222,28.3,51,35,10,0,No
Kharif,Nashik,Satana,Yeola,Pearl Millet (ICTP-8203),Clay Loam,11.67,815,33.3,64,49,15,894,Yes
Rabi,Latur,Ahmadpur,Shirur-Anantpal,Sorghum (CSH-16),Medium Black,10.47,197,25.4,56,46,14,1830,Yes
Kharif,Parbhani,Jintur,Jintur Town,Pigeonpea (ICPL-87119),Deep Black,10.72,727,31.6,65,59,21,1156,Yes
Kharif,Osmanabad,Osmanabad City,Kalamb,Cotton (NSP-1135),Medium Black,1.36,466,29.6,55,70,31,0,No
Rabi,Thane,Palghar,Mokhada,Sunflower (KBSH-53),Laterite,8.05,197,28.2,63,64,29,0,No
Rabi,Mumbai,Mumbai Suburban,Borivali,Sorghum (CSH-16),Shallow Black,1.89,229,29.7,51,47,14,0,No
Kharif,Dhule,Sindkhede,Sindkhede Town,Groundnut (TG-37A),Clay Loam,10.27,548,28.9,71,40,14,1963,Yes
Rabi,Kolhapur,Shirol,Bhudargad,Sunflower (KBSH-53),Medium Black,10.24,286,16.2,71,61,34,0,No
Kharif,Nagpur,Katol,Mauda,Soybean (MAUS-71),Laterite,9.9,1019,35.0,74,45,5,1530,Yes
Rabi,Nagpur,Umred,Bhiwapur,Sorghum (CSH-23),Shallow Black,9.64,470,21.9,66,48,13,1946,Yes
Rabi,Ahmednagar,Kopargaon,Shrirampur,Wheat (HI-1500),Deep Black,9.99,278,21.2,54,17,2,0,No
Rabi,Jalna,Ambad,Partur,Wheat (HD-3086),Laterite,8.26,361,25.0,56,21,3,3664,Yes
Rabi,Nanded,Bhokar,Dharmabad,Chickpea (Digvijay),Shallow Black,9.1,308,21.6,60,30,11,1836,Yes
Rabi,Satara,Karad,Khatav,Safflower (PBNS-12),Laterite,7.31,275,17.4,65,46,12,0,No
Kharif,Nagpur,Katol,Katol Town,Groundnut (JL-24),Medium Black,6.5,735,27.6,79,42,13,0,No
Kharif,Parbhani,Gangakhed,Manwath,Pigeonpea (BSMR-736),Shallow Black,1.19,456,35.6,59,63,21,0,No
Kharif,Thane,Palghar,Palghar Town,Rice (DRRH-3),Deep Black,1.47,712,33.0,71,22,13,0,No
Kharif,Amravati,Morshi,Daryapur,Soybean (JS-335),Laterite,3.67,840,33.3,71,40,8,1895,Yes
Rabi,Pune,Junnar,Khadakwasla,Chickpea (Digvijay),Clay Loam,3.84,317,22.3,67,35,11,2079,Yes
Kharif,Parbhani,Gangakhed,Manwath,Groundnut (TG-37A),Shallow Black,3.44,696,30.3,60,42,11,1499,Yes
Kharif,Jalgaon,Jamner,Parola,Soybean (JS-335),Shallow Black,11.87,481,29.7,75,51,2,1197,Yes
Kharif,Thane,Bhiwandi,Kalyan,Cotton (NSP-1135),Clay Loam,5.77,707,35.8,70,67,28,1555,Yes
Kharif,Aurangabad,Vaijapur,Gangapur,Pearl Millet (DHANASHREE),Deep Black,9.94,820,29.3,80,44,12,0,No
Rabi,Kolhapur,Shirol,Ajra,Chickpea (Digvijay),Shallow Black,5.26,288,21.6,58,31,9,1759,Yes
Kharif,Aurangabad,Gangapur,Kannad,Pearl Millet (DHANASHREE),Laterite,9.61,853,26.4,66,45,14,0,No
Rabi,Parbhani,Gangakhed,Gangakhed Town,Sunflower (BSH-1),Shallow Black,5.89,227,23.6,51,68,28,0,No
Kharif,Osmanabad,Osmanabad City,Lohara,Pigeonpea (ICPL-87119),Shallow Black,5.39,533,35.2,57,66,25,0,No
Rabi,Osmanabad,Osmanabad City,Paranda,Wheat (HD-3086),Shallow Black,11.73,210,23.0,45,18,6,0,No
Kharif,Chandrapur,Brahmapuri,Mul,Soybean (MACS-450),Medium Black,5.09,700,32.1,74,43,6,2762,Yes
Kharif,Kolhapur,Karvir,Kagal,Soybean (MACS-450),Laterite,7.8,925,30.8,78,50,6,1909,Yes
Rabi,Sindhudurg,Oros,Vengurla,Chickpea (Vijay),Medium Black,3.61,275,25.9,57,23,9,1498,Yes
Kharif,Ahmednagar,Sangamner,Nevasa,Pigeonpea (BSMR-736),Clay Loam,5.06,834,30.0,64,67,15,0,No
Kharif,Nashik,Satana,Vinchur,Rice (SAHABHAGI),Deep Black,7.38,670,30.0,79,21,14,0,No
Kharif,Akola,Akot,Akot Town,Pearl Millet (ICTP-8203),Medium Black,10.54,500,29.4,56,38,13,1372,Yes
Kharif,Sindhudurg,Kankavli,Kankavli Town,Soybean (MACS-450),Shallow Black,9.08,660,34.2,73,42,4,1957,Yes
Kharif,Ahmednagar,Sangamner,Rahata,Groundnut (JL-24),Shallow Black,6.42,827,32.2,72,27,12,0,No
Kharif,Hingoli,Aundha Nagnath,Basmath,Pearl Millet (DHANASHREE),Laterite,1.41,608,30.9,67,48,11,856,Yes
Kharif,Nashik,Satana,Vinchur,Rice (DRRH-3),Medium Black,3.78,787,27.4,71,33,14,2213,Yes
Rabi,Ahmednagar,Kopargaon,Shrirampur,Sorghum (CSH-16),Laterite,11.48,257,25.8,51,43,17,0,No
Rabi,Latur,Udgir,Chakur,Wheat (HI-1500),Deep Black,9.11,183,27.3,61,21,4,0,No
Kharif,Aurangabad,Gangapur,Sillod,Rice (DRRH-3),Clay Loam,9.15,823,33.6,67,15,15,0,No
Rabi,Jalgaon,Jamner,Muktainagar,Sorghum (CSH-16),Shallow Black,3.43,156,23.7,63,45,16,0,No
Kharif,Ratnagiri,Dapoli,Khed,Rice (SAHABHAGI),Shallow Black,2.1,712,30.5,63,19,12,0,No
Rabi,Solapur,Barshi,Malshiras,Chickpea (JG-16),Shallow Black,9.21,247,27.1,47,25,11,0,No
Kharif,Satara,Wai,Koregaon,Pigeonpea (BSMR-736),Laterite,10.07,1159,25.9,66,53,17,577,Yes
Kharif,Dhule,Shirpur,Sindkhede,Groundnut (TG-37A),Deep Black,2.03,429,32.5,62,43,13,0,No
Kharif,Nashik,Satana,Kalwan,Rice (DRRH-3),Deep Black,3.28,649,29.4,72,19,15,2299,Yes
Kharif,Jalgaon,Jamner,Jamner Town,Groundnut (JL-24),Shallow Black,11.87,665,35.2,60,38,17,1053,Yes
Kharif,Yavatmal,Pusad,Ralegaon,Pigeonpea (ICPL-87119),Medium Black,2.14,1043,30.7,72,67,18,0,No
Rabi,Satara,Wai,Mahabaleshwar,Safflower (PBNS-12),Clay Loam,5.53,358,20.2,57,48,15,1084,Yes
Rabi,Jalgaon,Jamner,Jamner Town,Sorghum (CSH-16),Medium Black,3.09,165,22.7,53,50,14,0,No
Kharif,Sindhudurg,Kankavli,Vengurla,Rice (DRRH-3),Clay Loam,7.0,479,31.7,69,21,14,0,No
Kharif,Nagpur,Umred,Umred Town,Rice (DRRH-3),Shallow Black,6.65,911,26.7,71,27,14,2729,Yes
Rabi,Jalna,Ambad,Ghansawangi,Sorghum (CSH-23),Clay Loam,9.97,326,20.5,55,42,11,0,No
Rabi,Wardha,Arvi,Deoli,Sunflower (KBSH-53),Laterite,10.04,448,21.2,68,54,31,1282,Yes
Rabi,Wardha,Hinganghat,Ashti,Wheat (MP-3288),Deep Black,3.82,319,24.4,65,27,3,4097,Yes
Kharif,Aurangabad,Vaijapur,Soegaon,Soybean (JS-335),Medium Black,4.93,649,33.1,69,45,6,2469,Yes
Kharif,Sindhudurg,Kankavli,Sawantwadi,Rice (DRRH-3),Medium Black,10.92,563,34.0,63,29,14,0,No
Rabi,Satara,Karad,Karad Town,Safflower (PBNS-12),Shallow Black,9.6,318,22.9,65,55,14,669,Yes
Rabi,Osmanabad,Osmanabad City,Osmanabad City,Sorghum (CSH-16),Medium Black,4.8,299,27.5,62,30,16,1848,Yes
Kharif,Dhule,Shirpur,Sindkhede,Rice (DRRH-3),Laterite,5.47,736,35.8,74,24,17,0,No
Kharif,Thane,Bhiwandi,Bhiwandi Town,Pigeonpea (BSMR-736),Clay Loam,3.43,525,35.5,69,60,19,0,No
Rabi,Osmanabad,Osmanabad City,Paranda,Chickpea (Digvijay),Laterite,8.03,317,26.9,59,27,11,1171,Yes
Kharif,Aurangabad,Vaijapur,Vaijapur Town,Pigeonpea (ICPL-87119),Medium Black,10.3,884,31.8,70,61,20,0,No
Rabi,Sangli,Tasgaon,Kavathe,Safflower (A-1),Clay Loam,2.78,368,22.9,58,43,15,1077,Yes
Rabi,Jalna,Ambad,Ambad Town,Wheat (HI-1500),Deep Black,5.78,254,24.6,57,36,3,2369,Yes
Rabi,Amravati,Chandur,Daryapur,Sorghum (CSH-23),Laterite,5.65,475,24.5,55,42,16,2216,Yes
Kharif,Hingoli,Basmath,Sengaon,Cotton (NSP-1136),Deep Black,10.08,680,34.9,68,81,27,2332,Yes
Kharif,Solapur,Mohol,Akkalkot,Pigeonpea (ICPL-87119),Shallow Black,6.32,581,28.8,65,55,23,0,No
Kharif,Chandrapur,Ballarpur,Chimur,Pearl Millet (DHANASHREE),Shallow Black,5.74,588,31.1,56,53,16,1143,Yes
Rabi,Nashik,Niphad,Gonde,Safflower (A-1),Shallow Black,10.08,230,23.6,68,44,19,651,Yes
Rabi,Satara,Wai,Karad,Safflower (PBNS-12),Deep Black,3.23,398,19.6,68,43,14,1126,Yes
Rabi,Nanded,Nanded City,Nanded City,Chickpea (Vijay),Medium Black,8.52,389,25.0,66,30,7,1744,Yes
Rabi,Wardha,Arvi,Ashti,Sorghum (CSH-23),Deep Black,7.62,320,22.1,57,45,14,0,No
Rabi,Sindhudurg,Kankavli,Kankavli Town,Wheat (HI-1500),Clay Loam,3.49,240,28.2,51,25,2,0,No
Rabi,Yavatmal,Digras,Mahagaon,Sorghum (CSH-23),Deep Black,2.95,464,23.3,55,47,11,2705,Yes
Rabi,Jalna,Badnapur,Jafrabad,Safflower (PBNS-12),Medium Black,8.84,246,23.3,63,41,13,802,Yes
Rabi,Aurangabad,Vaijapur,Soegaon,Chickpea (Vijay),Laterite,10.78,204,25.5,51,28,7,0,No
Kharif,Osmanabad,Osmanabad City,Bhum,Cotton (NH-615),Shallow Black,11.96,416,32.9,64,78,29,1098,Yes
Rabi,Hingoli,Aundha Nagnath,Aundha Nagnath Town,Sorghum (CSH-23),Deep Black,1.07,290,23.7,62,50,17,0,No
Kharif,Buldhana,Chikhli,Khamgaon,Rice (DRRH-3),Deep Black,8.8,713,33.9,74,17,14,0,No
Rabi,Dhule,Shirpur,Shirpur Town,Sunflower (BSH-1),Deep Black,1.55,168,23.5,65,67,30,1092,Yes
Rabi,Satara,Karad,Patan,Safflower (A-1),Medium Black,3.76,341,16.8,57,43,13,0,No
Kharif,Sindhudurg,Oros,Sawantwadi,Pearl Millet (ICTP-8203),Deep Black,10.01,551,30.3,74,48,17,1709,Yes
Kharif,Ahmednagar,Kopargaon,Sangamner,Soybean (MAUS-71),Laterite,8.23,519,32.7,67,50,4,1185,Yes
Rabi,Jalgaon,Bhusawal,Bhusawal Town,Wheat (HI-1500),Clay Loam,1.55,196,26.0,58,18,3,0,No
Rabi,Aurangabad,Gangapur,Kannad,Wheat (HI-1500),Shallow Black,11.49,266,22.8,68,18,3,2210,Yes
Rabi,Ratnagiri,Dapoli,Guhagar,Sorghum (CSH-16),Medium Black,10.38,275,26.3,52,38,13,0,No
Rabi,Mumbai,Mumbai Suburban,Bandra,Sorghum (CSH-23),Laterite,6.8,350,24.8,47,41,15,0,No
Kharif,Thane,Bhiwandi,Ulhasnagar,Pearl Millet (ICTP-8203),Deep Black,8.04,752,31.8,70,53,10,899,Yes
Kharif,Jalna,Badnapur,Bhokardan,Pigeonpea (ICPL-87119),Deep Black,10.51,627,27.7,79,62,20,1041,Yes
Kharif,Ratnagiri,Chiplun,Rajapur,Pigeonpea (BSMR-736),Shallow Black,2.67,703,32.6,68,65,21,834,Yes
Rabi,Dhule,Sindkhede,Shirpur,Sunflower (KBSH-53),Medium Black,5.13,214,27.3,57,54,29,887,Yes
Rabi,Aurangabad,Gangapur,Vaijapur,Chickpea (Digvijay),Shallow Black,5.46,298,20.7,56,22,10,1852,Yes
Kharif,Solapur,Mohol,Sangola,Rice (DRRH-3),Deep Black,10.02,405,35.9,71,27,21,0,No
Kharif,Nashik,Niphad,Palkhed,Rice (SAHABHAGI),Shallow Black,10.81,593,33.0,74,19,15,0,No
Rabi,Akola,Balapur,Barshitakli,Chickpea (Digvijay),Deep Black,9.5,225,23.9,62,38,10,1298,Yes
Kharif,Pune,Baramati,Shirwal,Soybean (MAUS-71),Shallow Black,11.21,1009,24.5,84,34,4,0,No
Kharif,Jalgaon,Jamner,Parola,Groundnut (JL-24),Deep Black,4.9,800,31.8,67,38,17,0,No
Rabi,Mumbai,Mumbai Suburban,Andheri,Sunflower (BSH-1),Medium Black,11.7,297,28.6,51,53,28,0,No
Rabi,Wardha,Hinganghat,Seloo,Safflower (PBNS-12),Clay Loam,11.61,308,26.5,72,50,15,0,No
Rabi,Sindhudurg,Oros,Vengurla,Sorghum (CSH-23),Medium Black,3.26,243,29.2,50,45,11,0,No
Rabi,Amravati,Chandur,Chandur Town,Safflower (A-1),Shallow Black,5.71,359,20.5,58,46,18,900,Yes
Rabi,Jalna,Ambad,Partur,Wheat (HD-3086),Clay Loam,8.94,214,25.5,55,18,2,0,No
Kharif,Ahmednagar,Sangamner,Kopargaon,Pigeonpea (BSMR-736),Shallow Black,5.41,885,33.1,68,64,18,0,No
Kharif,Solapur,Barshi,Malshiras,Groundnut (JL-24),Clay Loam,8.81,529,35.8,69,44,12,1201,Yes
Kharif,Sangli,Miraj,Shirala,Groundnut (JL-24),Clay Loam,6.2,1066,26.5,83,41,16,0,No
Rabi,Ratnagiri,Dapoli,Khed,Chickpea (Vijay),Clay Loam,10.27,289,27.0,54,32,9,1445,Yes
Rabi,Jalna,Badnapur,Partur,Sunflower (KBSH-53),Shallow Black,7.6,392,18.2,53,59,32,0,No
Rabi,Hingoli,Aundha Nagnath,Sengaon,Wheat (MP-3288),Clay Loam,5.62,153,24.1,53,23,2,0,No
Kharif,Nagpur,Umred,Bhiwapur,Rice (SAHABHAGI),Shallow Black,4.06,726,32.7,70,33,15,0,No
Rabi,Jalna,Ambad,Ambad Town,Chickpea (Digvijay),Laterite,8.1,379,25.9,62,21,7,1146,Yes
Kharif,Pune,Indapur,Kumbharvalan,Groundnut (JL-24),Laterite,11.02,995,26.2,66,38,13,738,Yes
Rabi,Ratnagiri,Chiplun,Guhagar,Safflower (A-1),Deep Black,11.88,223,28.7,48,31,18,0,No
Kharif,Akola,Balapur,Murtizapur,Soybean (MAUS-71),Deep Black,2.22,421,31.4,69,43,2,1466,Yes
Kharif,Sangli,Miraj,Kadegaon,Cotton (NH-615),Clay Loam,9.13,870,28.9,72,70,29,1265,Yes
Kharif,Dhule,Sindkhede,Shirpur,Pearl Millet (DHANASHREE),Medium Black,3.02,684,33.0,67,48,15,882,Yes
Kharif,Mumbai,Mumbai City,Marine Lines,Groundnut (TG-37A),Shallow Black,7.51,708,31.2,58,53,15,0,No
Rabi,Mumbai,Mumbai City,Colaba,Safflower (PBNS-12),Clay Loam,3.18,159,27.1,54,37,15,0,No
Rabi,Amravati,Morshi,Chandur,Wheat (HI-1500),Clay Loam,7.39,375,26.2,67,19,2,3715,Yes
Rabi,Osmanabad,Tuljapur,Lohara,Safflower (PBNS-12),Clay Loam,11.29,230,29.4,62,44,13,0,No
Kharif,Buldhana,Khamgaon,Lonar,Pearl Millet (ICTP-8203),Shallow Black,1.29,528,34.7,75,43,13,1143,Yes
Rabi,Thane,Palghar,Shahapur,Chickpea (Vijay),Laterite,5.26,330,24.9,47,29,5,1160,Yes
Rabi,Ratnagiri,Dapoli,Chiplun,Wheat (HI-1500),Laterite,9.13,327,28.1,63,23,2,2028,Yes
Kharif,Jalgaon,Bhusawal,Muktainagar,Rice (DRRH-3),Clay Loam,8.72,661,29.9,63,20,17,0,No
Rabi,Nagpur,Katol,Narkhed,Safflower (A-1),Shallow Black,5.37,365,24.6,64,38,15,748,Yes
Rabi,Latur,Ahmadpur,Deoni,Wheat (HD-3086),Deep Black,11.74,185,25.7,58,24,2,0,No
Kharif,Dhule,Sindkhede,Sakri,Pigeonpea (BSMR-736),Clay Loam,2.69,630,28.7,59,66,16,1255,Yes
Rabi,Nanded,Mudkhed,Mukhed,Safflower (PBNS-12),Laterite,6.98,312,25.4,65,42,17,0,No
Rabi,Yavatmal,Digras,Mahagaon,Chickpea (JG-16),Deep Black,10.8,467,22.7,66,35,9,1318,Yes
Kharif,Nagpur,Umred,Ramtek,Groundnut (TG-37A),Medium Black,4.53,892,28.8,71,38,16,1100,Yes
Rabi,Nagpur,Katol,Bhiwapur,Safflower (PBNS-12),Shallow Black,1.73,445,23.9,60,35,15,1117,Yes
Kharif,Osmanabad,Tuljapur,Washi,Soybean (MACS-450),Laterite,5.89,774,33.2,63,32,5,1925,Yes
Kharif,Nagpur,Katol,Savner,Cotton (NSP-1136),Shallow Black,11.69,1039,33.0,73,71,27,955,Yes
Rabi,Aurangabad,Gangapur,Phulambri,Safflower (PBNS-12),Medium Black,1.63,226,18.7,62,39,14,780,Yes
Kharif,Osmanabad,Osmanabad City,Bhum,Groundnut (JL-24),Clay Loam,1.62,613,33.2,69,40,16,1354,Yes
Rabi,Nagpur,Katol,Katol Town,Safflower (A-1),Shallow Black,10.84,303,22.7,56,43,11,664,Yes
Kharif,Wardha,Arvi,Ashti,Rice (SAHABHAGI),Shallow Black,8.16,884,27.2,69,27,13,0,No
Rabi,Ahmednagar,Sangamner,Nevasa,Safflower (A-1),Shallow Black,6.24,391,19.0,53,41,16,895,Yes
Rabi,Ratnagiri,Chiplun,Lanja,Sorghum (CSH-16),Laterite,9.51,171,22.9,48,38,15,0,No
Rabi,Nagpur,Katol,Narkhed,Safflower (PBNS-12),Deep Black,8.8,424,24.0,56,47,21,1451,Yes
Rabi,Yavatmal,Pusad,Ralegaon,Sorghum (CSH-16),Laterite,11.53,367,25.1,69,34,16,1610,Yes
Rabi,Dhule,Sindkhede,Shirpur,Safflower (A-1),Medium Black,6.95,337,28.6,47,47,10,0,No
Rabi,Pune,Indapur,Bhigwan,Sunflower (BSH-1),Laterite,2.76,339,19.6,69,57,28,0,No
Rabi,Wardha,Hinganghat,Arvi,Sunflower (BSH-1),Medium Black,3.31,326,22.8,66,60,27,1011,Yes
Rabi,Osmanabad,Osmanabad City,Bhum,Wheat (HI-1500),Shallow Black,8.2,342,28.3,65,15,2,2270,Yes
Rabi,Yavatmal,Digras,Digras Town,Sunflower (BSH-1),Clay Loam,10.08,404,22.7,72,53,28,1625,Yes
Kharif,Satara,Wai,Jaoli,Groundnut (TG-37A),Deep Black,8.9,1122,31.9,74,36,13,0,No
Rabi,Sindhudurg,Oros,Vengurla,Chickpea (Vijay),Deep Black,11.59,174,26.2,51,26,9,0,No
Kharif,Dhule,Shirpur,Dhule City,Groundnut (JL-24),Shallow Black,5.14,564,28.0,58,28,12,1413,Yes
Kharif,Amravati,Morshi,Daryapur,Rice (SAHABHAGI),Shallow Black,9.73,1004,31.8,83,17,18,2180,Yes
Kharif,Sangli,Miraj,Jat,Cotton (NSP-1136),Clay Loam,3.85,971,31.1,72,80,31,1155,Yes
Rabi,Mumbai,Mumbai City,Nariman Point,Sorghum (CSH-23),Deep Black,5.49,332,27.5,47,44,13,0,No
Kharif,Wardha,Arvi,Karanja,Groundnut (TG-37A),Clay Loam,5.1,1003,28.6,82,49,13,0,No
Rabi,Nagpur,Umred,Hingna,Wheat (HD-3086),Deep Black,9.89,428,20.2,63,27,7,4839,Yes
Rabi,Parbhani,Gangakhed,Manwath,Sorghum (CSH-23),Shallow Black,10.29,227,27.1,46,52,12,0,No
Kharif,Wardha,Arvi,Deoli,Cotton (NSP-1136),Laterite,8.72,930,34.4,70,69,31,872,Yes
Kharif,Ratnagiri,Dapoli,Sangameshwar,Pearl Millet (ICTP-8203),Deep Black,9.34,555,30.2,59,48,15,1633,Yes
Rabi,Pune,Baramati,Vadgaon,Safflower (A-1),Clay Loam,4.32,303,18.3,67,38,14,688,Yes
Kharif,Osmanabad,Osmanabad City,Lohara,Pearl Millet (ICTP-8203),Deep Black,2.31,442,29.2,73,51,14,1718,Yes
Kharif,Akola,Balapur,Akot,Cotton (NH-615),Clay Loam,3.16,522,30.9,61,78,28,2014,Yes
Rabi,Parbhani,Gangakhed,Pathri,Chickpea (JG-16),Shallow Black,7.37,296,23.7,53,32,10,1875,Yes
Rabi,Nagpur,Katol,Parseoni,Wheat (HD-3086),Deep Black,3.94,348,23.0,71,22,2,4431,Yes
Rabi,Akola,Akot,Akot Town,Safflower (A-1),Laterite,2.16,187,29.1,51,44,17,0,No
Rabi,Kolhapur,Shirol,Hatkanangale,Safflower (A-1),Shallow Black,10.63,296,22.7,58,56,13,654,Yes
Kharif,Mumbai,Mumbai City,Colaba,Soybean (MACS-450),Medium Black,6.75,669,28.1,64,41,4,2611,Yes
Kharif,Osmanabad,Tuljapur,Lohara,Pigeonpea (BSMR-736),Clay Loam,6.52,551,29.4,72,50,19,0,No
Kharif,Thane,Palghar,Mokhada,Soybean (MACS-450),Clay Loam,5.0,784,29.0,58,51,7,1960,Yes
Kharif,Nanded,Deglur,Dharmabad,Cotton (NSP-1136),Deep Black,10.93,772,26.1,72,73,28,2080,Yes
Rabi,Aurangabad,Vaijapur,Gangapur,Sunflower (BSH-1),Laterite,1.89,270,22.9,69,71,26,747,Yes
Kharif,Wardha,Hinganghat,Hinganghat Town,Groundnut (TG-37A),Shallow Black,11.62,740,27.6,81,38,16,0,No
Kharif,Dhule,Sindkhede,Shirpur,Pigeonpea (ICPL-87119),Medium Black,1.88,436,29.1,73,60,21,0,No
Rabi,Jalgaon,Jamner,Chopda,Chickpea (Vijay),Deep Black,9.13,308,24.3,51,34,8,2527,Yes
Rabi,Nagpur,Katol,Savner,Chickpea (Digvijay),Clay Loam,2.23,486,23.6,58,32,7,1149,Yes
Kharif,Chandrapur,Brahmapuri,Chimur,Soybean (MAUS-71),Deep Black,6.74,504,31.2,69,44,4,1819,Yes
Rabi,Kolhapur,Shirol,Kagal,Sunflower (BSH-1),Clay Loam,3.13,387,23.5,61,61,31,1366,Yes
Rabi,Ratnagiri,Dapoli,Lanja,Sunflower (BSH-1),Shallow Black,7.45,183,22.2,46,59,29,0,No
Rabi,Sangli,Miraj,Kadegaon,Sunflower (KBSH-53),Laterite,3.66,257,21.9,56,63,32,750,Yes
Rabi,Latur,Ahmadpur,Deoni,Wheat (HI-1500),Shallow Black,5.95,221,28.1,46,28,5,0,No
Rabi,Solapur,Barshi,Karmala,Safflower (A-1),Clay Loam,5.2,187,29.3,64,49,16,0,No
Rabi,Nanded,Mukhed,Kinwat,Chickpea (JG-16),Clay Loam,3.0,359,26.2,67,34,10,1666,Yes
Kharif,Solapur,Mohol,Mangalvedha,Soybean (MACS-450),Laterite,3.93,747,34.6,62,48,7,1910,Yes
Kharif,Nanded,Nanded City,Shivaji Nagar,Cotton (NSP-1135),Shallow Black,9.68,955,32.2,71,66,28,1056,Yes
Rabi,Jalna,Ambad,Badnapur,Wheat (HD-3086),Medium Black,8.33,358,18.2,55,26,4,3641,Yes
Kharif,Ratnagiri,Dapoli,Sangameshwar,Rice (SAHABHAGI),Shallow Black,4.39,764,35.7,71,27,16,0,No
Kharif,Chandrapur,Brahmapuri,Nagbhid,Groundnut (TG-37A),Laterite,2.59,723,29.9,69,28,13,881,Yes
Rabi,Mumbai,Mumbai Suburban,Malad,Wheat (HI-1500),Laterite,1.98,281,22.7,64,18,2,2385,Yes
Kharif,Amravati,Chandur,Teosa,Groundnut (TG-37A),Medium Black,5.55,869,26.1,66,41,11,1038,Yes
Rabi,Nagpur,Katol,Kalamna,Chickpea (JG-16),Clay Loam,7.06,410,25.4,71,29,12,0,No
Rabi,Buldhana,Chikhli,Malkapur,Wheat (HI-1500),Deep Black,2.83,152,22.7,63,27,2,3107,Yes
Kharif,Sindhudurg,Oros,Malvan,Cotton (NSP-1136),Deep Black,11.61,718,35.7,55,75,27,0,No
Kharif,Jalgaon,Jamner,Parola,Cotton (NSP-1135),Medium Black,9.83,602,28.7,64,75,28,2346,Yes
Kharif,Dhule,Sindkhede,Shirpur,Soybean (JS-335),Laterite,6.51,402,34.6,66,50,7,925,Yes
Rabi,Mumbai,Mumbai Suburban,Juhu,Wheat (MP-3288),Clay Loam,3.37,182,24.6,46,23,2,0,No
Kharif,Solapur,Mohol,Karmala,Pearl Millet (DHANASHREE),Medium Black,11.6,796,33.9,70,44,14,843,Yes
Rabi,Latur,Ahmadpur,Ahmadpur Town,Safflower (A-1),Laterite,1.18,196,25.3,59,41,11,0,No
Rabi,Sindhudurg,Kankavli,Kankavli Town,Chickpea (Vijay),Medium Black,9.54,167,29.5,47,29,10,0,No
Kharif,Mumbai,Mumbai City,Churchgate,Pearl Millet (ICTP-8203),Clay Loam,6.05,439,32.3,58,56,16,1370,Yes
Rabi,Nagpur,Katol,Kalamna,Safflower (A-1),Laterite,2.88,467,24.3,57,49,12,1053,Yes
Rabi,Satara,Karad,Khatav,Wheat (HD-3086),Deep Black,4.37,321,21.7,60,19,2,4229,Yes
Kharif,Ratnagiri,Chiplun,Lanja,Pigeonpea (BSMR-736),Medium Black,2.64,444,35.3,55,63,22,0,No
Kharif,Ahmednagar,Sangamner,Kopargaon,Cotton (NSP-1135),Laterite,6.72,528,32.9,68,70,27,1576,Yes
Kharif,Yavatmal,Digras,Mahagaon,Groundnut (TG-37A),Clay Loam,5.46,1080,34.3,68,38,15,0,No
Kharif,Osmanabad,Tuljapur,Kalamb,Groundnut (JL-24),Laterite,6.6,524,35.0,74,37,18,861,Yes
Rabi,Thane,Palghar,Vada,Chickpea (Digvijay),Shallow Black,10.7,339,22.9,48,26,7,1504,Yes
Rabi,Aurangabad,Vaijapur,Phulambri,Safflower (PBNS-12),Clay Loam,6.58,389,22.9,67,48,17,970,Yes
Kharif,Nanded,Mukhed,Loha,Groundnut (TG-37A),Deep Black,9.5,763,34.2,82,33,17,0,No
Rabi,Parbhani,Gangakhed,Palam,Sunflower (KBSH-53),Shallow Black,11.07,192,23.3,61,64,32,798,Yes
Kharif,Mumbai,Mumbai City,Marine Drive,Pigeonpea (BSMR-736),Deep Black,11.21,439,32.1,61,60,21,0,No
Rabi,Chandrapur,Brahmapuri,Gondpipri,Wheat (HI-1500),Clay Loam,9.15,316,27.8,58,19,3,2550,Yes
Rabi,Mumbai,Mumbai Suburban,Juhu,Wheat (MP-3288),Shallow Black,9.42,248,28.2,51,23,2,0,No
Rabi,Hingoli,Aundha Nagnath,Basmath,Sunflower (KBSH-53),Laterite,8.8,151,22.5,51,64,25,0,No
Kharif,Latur,Ahmadpur,Udgir,Pearl Millet (DHANASHREE),Medium Black,5.62,778,29.2,74,44,17,884,Yes
Rabi,Thane,Palghar,Jawhar,Sunflower (KBSH-53),Shallow Black,11.13,191,28.4,49,58,31,0,No
Kharif,Ahmednagar,Kopargaon,Kopargaon Town,Rice (SAHABHAGI),Medium Black,3.28,562,31.3,80,24,17,0,No
Rabi,Nanded,Kinwat,Mudkhed,Wheat (MP-3288),Shallow Black,6.77,329,23.3,70,23,2,3227,Yes
